English,Dutch,German,Swedish,Danish,Icelandic,Gothic,Proto-Germanic
saɪ,zɛɪɣən,zaɪgən,siːga,siə,siːɣa,,siːɣanã
saɪk,,ziːkɜ,siːk,,siːg,,siːkã
saɪl,,,sɪl,sʔil,sild,,siːlã
,,,sɪmə,,siːma,,siːmɔːː
,zɛɪn,zaɪn,sɪn,sin,sɪn,siːns,siːnaz
,zɛɪpən,,,,,,siːpanã
saɪ,zin,zaɪən,,,siːa,,siːxʷanã
,,,,,siːða,,siːθanã
,seːdərt,ziːdɜ,,,siːðʏr,siːθus,siːθuz
,,,,,sɪːða,siðoːn,siðɔːnã
,zeːdəx,zɪtɪç,,,sɪːðʏɣʏr,,siðuɣaz
,,zɪtzɑːm,,,,,siðusamaz
,zeːdə,zɪtə,seːd,sεð,sɪːðʏr,siðus,siðuz
,,,,,sɪgmar,,siɣimeːraz
saɪmən,,ziːgmʊnt,sɪgmɵnd,,sɪgmʏndʏr,,siɣimunduz
,,ziːkfriːt,sɪgfriːd,sʔigfʁεð,sɪgfərɛːðʏr,,siɣiɸriθuz
sɪwəd,,ziːgvaɾt,sxɵrd,,sɪːɣʏrðʏr,,siɣiwarduz
,,,sɛgra,sɑjʔʌʔʌ,sɪɣəra,,siɣizɔːnã
,zɪxtə,zɪçtə,,,sɪɣð,,siɣiθɔː
seɪl,,zaɪlən,seːgla,sɑjlə,sɪgla,,siɣlijanã
,,,,,sɪːl,,silaːnã
,,ziːlə,seːlə,selə,,,silɔːː
sɪlvə,zɪlvər,zɪlbɜ,sɪlvər,sʔœl,sɪlʋʏr,siluβr,siluβrã
sɪlvən,zɪlvərən,zɪlbɜn,,,,siluβriːns,siluβriːnaz
,,,,,,simleː,simleːː
sluːm,slœymərən,ʃlʊmən,,slɒm,,,sin
,zeːnə,,,,siː,,sin-
sɪndə,sɪntəl,zɪntɜ,sɪndər,sʔenʔʌ,sɪndʏr,,sindraz
,zeːnɛɣrun,zɪŋgɾyːn,sɪŋrøːn,sʔeŋʁʔœn,siɣəraɪn,,siŋgrɔːniz
sɪŋ,zɪŋən,zɪŋən,sxɵŋa,sʔœŋə,siŋɟa,siŋgwan,siŋgʷanã
,,,,,,siniːɣs,siniːɣaz
sɛŋgɹiːn,,zɪntfluːt,siːna,,sɪːna,siniːɣs,siniz
sɪŋk,zɪŋkən,zɪŋkən,sxɵŋka,sʔœnkə,sœhgʋa,siɣkʷan,sinkʷanã
,zɪnən,zɪnən,bəsɪna,,sɪnna,,sinnanã
,zɪn,zɪn,sɪnə,,,,sinnaz
,,,,,,sintiːns,sintiːnaz
sɪθ,,,sɪn,,sɪn,sinθs,sinθaz
,,,,,sɪnna,,sinθɔːnã
sɪp,,ziːpən,,,,,sipɔːnã
sɪt,zɪtən,zɪtsən,sɪtːa,sʔeðə,sɪːdja,sitan,sitjanã
,,zɔøçə,,,siːɟɪ,siukiː,siukĩː
,,,syːn,sʔyn,sjoʊːn,siuns,siuniz
səʊ,,,syː,sʔy,,siujan,siwjanã
,,,,,,siβjis,siβjaz
sɪb,sɪbə,zɪpə,,sʔif,sɪːf,siβja,siβjɔː
sɪb,,zɪpən,,,,siβjoːn,siβjɔːnã
,,ʃoːnən,skoːnə,skɒnə,sgaʊːneɪ,,skaðinawjɔː
ʃadəʊ,sxaːdyʊ,ʃatən,,,sgɔda,skaðus,skaðwaz
,,,,,,skaðwjan,skaðwijanã
ʃag,,,sxɛg,skεg,sɟɛg,,skaɣgijã
ʃag,,,sxɛg,skεg,sɟɛg,,skaɣjã
ʃag,sxɛx,,sxɛg,skjʔeg,sɟɛg,,skaɣriz
ʃiːn,,,,,sɟeɪːna,,skainijanã
ʃiə,,,sxɛːr,skεɐ̯,sɟaɪːr,,skairiz
,sxeːf,ʃaɪf,sxeːv,skεw,sɟeɪːʋʏr,,skaiβaz
ʃɛd,sxɛɪdən,ʃaɪdən,,,,skɛːðan,skaiθanã
ʃiːθ,sxeːdə,ʃaɪdə,sxeːd,skʔeðə,sɟeɪːð,,skaiθiz
ʃiːθ,,,,,sɟeɪːða,,skaiθɔːnã
ʃeɪk,sxaːkən,,skɑːka,skajə,sgaːga,,skakanã
ʃag,,,,,,,skakkɔːnã
ʃakəl,sxaːkəl,ʃɑkəl,skɑːkəl,skajlə,sgœːgʏtl,,skakulaz
,,,,,sɟɛlʋa,,skalbijanã
,,ʃaltən,,,,,skaldanã
,sxɪlən,ʃɛːlən,,,sɟɛdla,,skaljanã
ʃɛl,sxɪl,ʃɪlə,,skεl,sɟɛːl,skalja,skaljɔː
ʃalk,sxɑlk,ʃalk,skalk,skalk,sgaʊlgʏr,skalks,skalkaz
,,,,,sɟɛlca,,skalkijanã
ʃɪl,,ʃɛlən,sxɛla,,sɟɛdla,,skallijanã
,sxɑlm,,skalm,skalm,sgaʊlm,,skalmɔː
ʃeɪm,sxaːmən,ʃɛːmən,,skɑmə,sgamma,skaman,skamaːnã
,,,,,sɟɛmd,,skamiθɔː
skant,,,skɑːm,,sgammʏr,,skammaz
,,,,,sɟɛmma,,skammijanã
ʃeɪm,sxaːm,ʃɑːm,skɑːm,skɑm,sgœm,skama,skamɔː
ʃand,sxɑndə,ʃandə,,,,skanda,skandɔː
,,,skak,skɑk,sgahgʏr,,skankaz
ʃɪŋk,sxɛŋkən,ʃɛŋkən,sxɛŋka,skεnkə,sɟɛhca,,skankijanã
ʃaŋk,sxɛŋkə,,skaŋk,skɑnk,,,skankɔːː
ʃeɪp,sxɑp,ʃaf,skoːp,skab,sgaːb,,skapã
ʃeɪp,sxɛpən,ʃœpfən,skɑːpa,skabə,sgaːba,skapjan,skapjanã
ʃeɪp,sxaːpən,ʃafən,skɑːpa,skabə,sgaːba,,skapɔːnã
ʃaft,sxɑxt,ʃaft,skaft,skɑft,sgafd,,skaɸtaz
,,,,,,skaɸtjan,skaɸtijanã
ʃɑːd,sxaːrdə,ʃaɾtə,,skɒɐ̯d,sgarð,,skardã
ʃɑːd,,ʃaɾtə,,,,,skardaz
,,,,,sɟɛrða,,skardijanã
,sxɪːrən,,,,,skarjan,skarjanã
ʃɑːn,sxɪːrlɪŋ,ʃiːɾlɪŋ,skɑːrn,skɑn,sgardn,,skarnã
ɛʃəl,sxaːrə,ʃɑːɾ,skɑːra,skɑɑ,sgɔːr,,skarɔː
ʃɑːp,sxɛrp,ʃaɾf,skarp,skɑp,sgarrbʏr,skarps,skarpaz
skat,sxɑt,ʃats,skat,skat,sgahdʏr,skatts,skattaz
,sxɑtən,ʃatsən,skatːa,skatə,sgahda,,skattɔːnã
,,ʃøːnə,,,,skɔːniː,skaunĩː
ʃiːn,sxoːn,ʃøːn,sxøːn,,,skɔːns,skauniz
ʃiːt,sxoːt,ʃoːs,sxøːt,skʔœð,sgøʏːd,skɔːts,skautaz
,,,,,sɟeɪːda,,skautijanã
ʃiːf,sxoːf,ʃaʊp,,skεw,sgøʏːf,,skauβa
ʃiːf,sxoːf,ʃaʊp,,,,,skauβaz
,,,,,,skaws,skawaz
skavɪdʒ,sxʌʊən,ʃaʊən,,,,,skawwɔːnã
ʃeɪv,sxaːvən,ʃɑːbən,skava,skaʋə,sgaːʋa,skaβan,skaβanã
skab,sxɑbəx,ʃɛːbɪç,skab,skab,,,skaβbaz
skeɪð,,,,,sɟɛðja,skaθjan,skaθjanã
skaθ,sxaːdə,ʃɑːdən,skɑːda,skaðə,sgaːðɪ,,skaθɔːː
skeɪð,sxaːdən,ʃɑːdən,skɑːda,skaðə,sgaːða,,skaθɔːnã
skaθəl,,,,,,skaθuls,skaθulaz
,sxaːk,ʃɛçɜ,,,,,skeːkaz
ʃiːp,sxaːp,ʃɑːf,,,,,skeːpã
,,,,,sɟaɪːr,,skeːriz
,,,,,,skeːwjan,skeːwijanã
,,,sxɛlva,skεlʋə,scaʊlʋa,,skelbanã
,sxɛldən,ʃɛltən,,,,,skeldanã
ʃiːld,sxɪlt,ʃɪlt,sxœld,skjʔʌl,scœldʏr,skildus,skelduz
,,ʃɪldbk,,,scaldbɔrx,,skelduβurgz
,sxɛlən,ʃɛlən,,,sɟɛdla,,skellanã
,sxeːl,ʃɛlç,,,scaʊlgʏr,,skelxaz
ʃiə,sxɪːrən,gəʃɪɾ,sxɛːra,skɛʔʌ,sɟɛːɾra,skɛːran,skeranã
,sxɑrtən,ʃɛɾtsən,,,,,skertanã
,,,ɕʉl,skjʔul,scoʊːl,,skeulã
ʃuːt,sxitən,ʃiːsən,ɕʉta,skyðə,scoʊːda,,skeutanã
,,,,,scoʊhd,,skeutaz
ʃaɪ,,ʃiːç,sxyg,,,skiuhs,skeuxaz
ʃʌv,sxœyvən,ʃiːbən,ɕʉva,skuː,sguːʋa,skiuβan,skeuβanã
,sxɪxt,gəʃeːən,sxeː,,,,skexanã
skɪd,sxɛɪt,ʃaɪt,sxiːd,,sɟiːð,,skiːðã
,,,,,,skiːma,skiːmɔːː
ʃaɪn,sxɛɪnən,ʃaɪnən,sxiːna,skʔenə,sɟiːna,skiːnan,skiːnanã
,,,,,sɟirdn,skiːriːns,skiːriːniz
,sxirən,,sxiːra,,sɟiːɾra,skiːrjan,skiːrijanã
ʃaɪə,sxir,ʃiːɾ,sxiːr,skjεɐ̯,sɟiːr,skiːrs,skiːriz
ʃɪt,sxɛɪtən,ʃaɪsən,sxiːta,skiðə,sɟiːda,,skiːtanã
ʃaɪv,sxɛɪf,ʃaɪbə,sxiːva,skiʋə,sɟiːʋa,,skiːβɔ̃ː
,,,sxiːva,skiʋə,sɟiːʋa,,skiːβɔːnã
,sxɪkən,ʃɪkən,sxɪkːa,skʔikə,sɟɪhga,,skikkijanã
ʃiːld,,ʃɪldən,,,sɟɪlda,,skildijanã
skɪl,sxɪlən,,sxɪlja,skʔelə,sɟɪlja,skiljan,skiljanã
ʃɪlɪŋ,sxɛlɪŋ,ʃɪlɪŋ,sxɪlɪŋ,skʔelʔeŋ,sɟɪldiŋgʏr,skilliŋgs,skilliŋgaz
,,,,,sɟɪːma,,skimɔːnã
skɪmp,sxɪmpən,ʃɪmpfən,sxɪmpa,,sɟɪmba,,skimpijanã
,sxɪŋk,ʃɪŋkən,,,,,skinkɔːː
tʃaɪn,sxeːn,ʃiːnə,,,,skina,skinɔː
skɪn,sxɪndə,ʃɪndə,sxɪn,skʔen,sɟɪn,,skinθã
skɪf,sxɪp,ʃɪf,sxɛp,skʔib,sɟɪːb,skip,skipã
skɪpə,sxɪpər,ʃɪfɜ,sxɛparə,skʔipʔʌ,sɟɪːbaɾrɪ,,skipaːrijaz
ʃɪpmən,,ʃɪfman,,,sɟɪbhmaðʏr,,skipamann
,,ʃɪfɑːɾt,,,,,skipaɸardiz
ʃɪp,sxeːpən,ʃɪfən,sxɛpa,skibə,sɟɪːba,,skipɔːnã
ʃɪft,sxɪftən,ʃɪçtən,sxɪfta,skʔifdə,sɟɪfda,,skiɸtijanã
,sxɛrm,ʃɪɾm,,,,,skirmiz
skaɪt,sxɛɪt,ʃɪs,sxiːt,skʔið,sɟiːdʏr,,skitiz
,sxœylən,,sxyːla,skjulə,sɟiːla,,skiulijanã
skaɪ,,,sxyː,skʔy,sɟiː,,skiwjã
skɔː,,ʃaxən,skuːg,skɔw,sgoʊːɣʏr,,skɔːɣɔːː
ʃuː,sxun,ʃuː,skuː,skʔo,sgoʊːr,skoːhs,skɔːxaz
ʃuː,sxujən,ʃuːən,skuː,skʔo,sgoʊːa,,skɔːxɔːnã
,,,,,,skoːhsl,skɔːxslã
,,,skrɔk,,sgərœːg,,skrakʷã
,sxrɛŋkən,ʃrɛŋkən,,,,,skrankijanã
skɹeɪp,sxraːpən,ʃrapən,skrɑːpa,sgʁɑbə,sgəraːba,,skrapɔːnã
,sxrɑpən,,,sgʁɑbə,,,skrappɔːnã
skɹat,,ʃrɛts,skreːt,,sgərahdɪ,,skrattuz
,sxroːjən,ʃroːtən,,,,,skrauðanã
skɹəʊl,sxroːt,ʃroːt,,,,,skrauðɔː
,,ʃrœpfən,,,,,skrepanã
skɹaɪ,sxriən,ʃraɪən,skriːa,,,,skriːanã
ʃɹiːk,,,skriːka,skʁiə,sgəriːca,,skriːkijanã
ʃɹaɪv,sxrɛɪvən,ʃraɪbən,skriːva,sgʁiʋə,sgərɪːʋa,,skriːβanã
,sxrɛɪdən,ʃraɪtən,skriːda,sgʁiðə,sgəriːða,,skriːθanã
ʃɹɪm,,,,,,,skrimbanã
,sxrɪmpən,ʃrɪmpfən,,,,,skrimpanã
ʃɹɪŋk,sxrɪŋkən,,,,,,skrinkʷanã
,,,,,sgəriːða,,skruːðijanã
skɹuːtɪni,,,,,,,skruðɔːnã
,sxrɔmpələn,ʃrʊmpfən,,,,,skrumpɔːnã
skʌm,sxœym,ʃaʊm,skʉm,skɒm,sguːm,,skuːmaz
,sxyr,ʃɔøɜ,skʉr,skʔuɐ̯,sguːr,skura,skuːrɔː
ʃɒg,sxɔkən,ʃɔkən,,,,,skukkɔːnã
ʃal,zɵlən,zɔlən,skuːla,skʔulə,sgʏːlʏ,skulan,skulanã
,,,sxylda,skʔylə,sɟɪlda,,skuldijɔːnã
ʃɪld,sxɵlt,ʃʊlt,skɵld,skʔyl,sɟɪldʏr,,skuldiz
,,ʃʊldən,,,sgʏlda,,skuldɔːnã
skuːl,sxoːl,,,,,,skulɔː
,,,,,,skula,skulɔːː
ʃʌnt,,,sxynda,skʔœnə,sɟɪnda,,skundijanã
ʃɒp,sxɔp,ʃʊpfən,,,,,skup
skɒf,,,,,sgɔːb,,skupã
,sxɔbən,,,,sgɔːba,,skuppɔːnã
ʃʌvəl,sxɔfəl,ʃaʊfəl,skuːvəl,skɔwl,sgoʊbla,,skuɸlɔː
,,ʃɔpf,,,sgɔhd,skuɸt,skuɸtã
,,,sxœrd,,sgʏrðʏr,,skurdiz
skɔː,,,,,sgɔːɾra,,skurɔːnã
,sxɔrtən,ʃœɾtən,,,sgɔrrda,,skurtaːnã
ʃɔːt,,,,,sgɔrrdʏr,,skurtaz
skɜːt,sxɔrt,,ɕuːta,skjʔoɐ̯də,sɟɪrrda,,skurtijɔ̃ː
ʃɔːt,,ʃœɾtən,,,sgɔrrda,,skurtɔːnã
ʃɒt,sxɔt,ʃɔs,skɔt,skʔuð,sgɔːd,,skutã
,sxøːt,ʃʊs,,,,,skutiz
,,,,,sgɔːdəra,,skuttɔːnã
,,,sxyga,skʔygə,sɟɪgja,,skuwwijanã
,,,skɵga,skʔygə,sgʏgɪ,skuŋgwa,skuwwɔːː
sleɪ,slɑx,ʃlɑːk,slɑːg,,slaːx,slahs,slaɣiz
slɛdʒ,slɛɣə,ʃleːgəl,slɛga,slεgə,slɛgja,,slaɣjɔ̃ː
,,,,,slaːjɪ,,slaɣɔːː
,slaːɣən,ʃlɑːgən,,,slaːɣa,,slaɣɔːnã
sləʊ,sleʊ,ʃleːə,sløː,slʔœw,sljoʊːr,,slaiwaz
sləʊ,,,,,sljoʊːʋa,,slaiwɔːnã
sləʊ,sleː,ʃleːə,sloːn,slɒən,,,slaixɔ̃ː
slak,,ʃlak,slɑːk,,slaːgʏr,,slakaz
sleɪk,,,,,,,slakɔːnã
,,,slɛkːa,slɒkə,slœhgʋa,,slakʷjanã
,slɑŋ,ʃlaŋə,slaŋ,slɑŋə,slaʊŋga,,slaŋgɔːː
,,,,,sleɪŋɟa,,slaŋgʷijanã
,slɑpən,,slapa,slɑpə,slahba,,slappɔːnã
,sloːpən,ʃlaʊfən,,,,slɔːpjan,slaupijanã
sliːt,,ʃloːsə,,,,,slautijɔ̃ː
sleɪ,slaːn,ʃlɑːgən,sloː,slɒ,slaʊː,slahaːn,slaxanã
slɔːt,,,slɔtːər,,slaʊhdʏr,,slaxtuz
sliːp,slaːpən,ʃlɑːfən,,,,sleːpan,sleːpanã
sliːp,slaːp,ʃlɑːf,,,,sleːps,sleːpaz
,slœypən,ʃliːfən,,,,sliupan,sleupanã
,slœytən,ʃliːsən,,,,,sleutanã
slaɪd,,,,,,,sliːðanã
slaɪk,,ʃlaɪçən,,,,,sliːkanã
slaɪm,slɛɪm,ʃlaɪm,sleːm,slʔim,sliːm,,sliːmã
,slɛɪpən,ʃlaɪfən,,,,,sliːpanã
slɪt,slɛɪtən,ʃlaɪsən,sliːta,sliðə,sliːda,,sliːtanã
slaɪv,,,,,,,sliːβanã
,,,,,,sliːθjan,sliːθijanã
slɛd,sleː,ʃlɪtən,slɛːdə,slɛðə,slɛːðɪ,,sliðɔːː
,slɪm,ʃlɪm,,,,slimbs,slimbaz
,,,slɪpa,slʔepə,slɪhba,,slimpanã
,slɪndən,ʃlɪndən,,,,,slindanã
slɪŋ,slɪŋərən,ʃlɪŋən,,slʔœŋə,sliŋgʋa,,sliŋgʷanã
slɪŋk,slɪŋkən,,slɪŋka,,,,slinkanã
,,,slɪnta,,,,slintanã
slɪpəɹi,,ʃlypfrɪç,,,,,slipraz
slɔːt,slɛxt,ʃlɛçt,slɛːt,slεt,sljɛhdʏr,slɛːhts,slixtaz
,slɛxtən,ʃlɪçtən,slɛːta,slεtə,,,slixtijanã
slaɪ,,,sløːg,slʔœw,slaɪːɣʏr,,slɔːɣiz
,,ʃlaʊxən,,,,,sluːkanã
,sløːtəl,ʃlysəl,,,,,slutilaz
smak,,gəʃmak,,,smɛhgʏr,,smakkuz
smɔːl,smɑl,ʃmɑːl,smɑːl,smal,smaːlʏr,smals,smalaz
,smɛltən,ʃmɛltsən,smɛlta,smεldə,smɛlda,,smaltijanã
bɪsmə,,ʃmiːrən,,,,,smarɔːnã
smɑːt,,,,,,,smartaz
,,,smøːja,,smeɪjja,,smauɣijanã
,,ʃmɛːə,smoː,smɒ,smaʊːr,,smeːxaz
,smɛltən,ʃmɛltsən,smɛlta,smεldə,smɛlda,,smeltanã
smɛlt,,,smɛlt,smεlt,,,smeltaz
smɑːt,smɑrtən,ʃmɛɾtsən,,,,,smertanã
smiə,smɪːr,ʃmeːɾ,smøːr,smʔœɐ̯,smjœːr,,smerwã
,smœyɣən,ʃmiːgən,smyːga,smyə,smjuːɣa,,smeuɣanã
,smœykən,smiːən,,,,,smeukanã
smaɪl,smœylən,,smiːla,smilə,,,smiːlijanã
smaɪt,smɛɪtən,ʃmaɪsən,smiːta,smiðə,,smiːtan,smiːtanã
smɪkə,,,,,,,smikraz
,smɪːrlə,ʃmɛɾlaɪn,,,smɪːɾrɪtl,,smirilaz
smiə,smɪːrən,ʃmiːrən,smœrja,smœʔʌ,smɪrja,,smirwijanã
,smɪːrsəl,,smœrjəlsə,smœʔʌlsə,smɪrrsl,,smirwislã
smɪt,smɛtən,ʃmɪtsən,smɛta,,,,smittɔːnã
smɪθ,smɪt,ʃmiːt,smeːd,smʔeð,smɪːðʏr,smiθa,smiθaz
smɪθi,smɪdsə,ʃmiːdə,smɛdja,smʔeðjə,smɪðja,,smiθjɔ̃ː
smɪθ,smeːdən,ʃmiːdən,smiːda,smeðə,smiːða,smiθoːn,smiθɔːnã
smɒk,,,,,,,smukkaz
,,,,,smɔld,,smultã
sməʊlt,smʌʊt,,smɵlta,,,,smultaz
,,,,,sneɪːða,,snaiðijanã
,sneːdə,,,,sneɪːð,,snaiðɔː
,,,,,sneɪːsa,,snaisijanã
,sneːs,ʃnaɪzə,sneːs,snʔes,sneɪːs,,snaisɔː
snəʊwaɪt,sneʊʋɪt,ʃneːvaɪs,,,snaɪkʋidʏr,,snaiwaxʷiːtaz
snəʊ,sneʊ,ʃneː,snøː,snʔe,snjoʊːr,snɛːws,snaiwaz
snɜːkɪt,,,,,snɛrrca,,snarkijanã
,,,,,snɛrrba,snarpjan,snarpijanã
sneə,snaːr,ʃnarə,snɑːra,snɑɑ,snaːɾra,,snarxɔ̃ː
,snoːt,ʃnøːdə,snøːd,,snøʏːðʏr,,snauθuz
,,,snyg,snʔʌj,snœgʏr,,snawwiz
,snaːvəl,ʃnɑbəl,,,,,snaβulaz
,,ʃnɑːkə,snuːk,snɒw,snaʊːgʏr,,sneːkɔːː
snɛl,snɛl,ʃnɛl,snɛl,snʔil,snjadlʏr,,snellaz
,,,,,snɔrrɟɪn,,snerkanã
,,,,,snɛmma,,sneumɔːː
,snœyvən,ʃnaʊfən,,,,,sneuɸanã
,,,,,,sniwan,snewanã
,,,sniːka,sniə,sniːca,,sniːkanã
snjuː,snywən,ʃnaɪən,snøː,snʔe,snjoʊːa,,sniːwanã
snaɪð,snɛɪdən,ʃnaɪdən,sniːda,sniðə,sniːða,sniːθan,sniːθanã
,,,,,snɪːð,,sniðã
,,aɪnʃnɪt,sneːd,,snɪːð,,sniðaz
,,,sniːjəl,snaɪl,snɪːjɪtl,,sniɣilaz
,,ʃnɛlə,snɪlə,snʔilə,,,snillĩː
,,snɪdjən,,,,,snittɔːnã
,,,,,,sniumjan,sniumijanã
,,,,,snɛmmʏr,sniumiːs,sniumijaz
snuːd,,,snuːd,,,,snɔːðɔː
,snurən,ʃnyːrən,,,snaɪːɾra,,snɔːrijanã
snaʊt,snœyt,ʃnaʊtsə,,,,,snuːtaz
snaɪt,snœytən,ʃnɔøtsən,snyːta,snyðə,sniːda,,snuːtijanã
,,,snɔtːər,,snɔːdʏr,snutrs,snutraz
,,,,,,snutriː,snutrĩː
snɒt,snɔt,,,,,,snuttaz
snɒt,snɔt,ʃnʊts,,,,,snuttuz
,snaːr,ʃnuːɾ,,,snœːr,,snuzɔː
,də,diː,,,suː,soː,sɔː
,,,,,,soːθjan,sɔːðijanã
,,zuːxə,,,,soːkiːns,sɔːkiːniz
siːk,zukən,zuːxən,søːka,sœjə,saɪːca,soːkjan,sɔːkijanã
sɒkeɪdʒ,,zuːxə,sɔkːən,sʔʌwn,soʊghn,soːkns,sɔːkŋiz
siːm,,,,sʔœmə,saɪːma,,sɔːmijanã
,,,,,saɪːmʏr,,sɔːmiz
sʊt,zut,zoːt,suːt,sʔoð,soʊːd,,sɔːtã
,,,,,,sɔːil,sɔːwulã
,,,suːl,sʔol,soʊːl,,sɔːwulɔː
,,,,,,soːθ,sɔːθã
speɪd,spaːdə,ʃpɑːtən,spadə,spaðə,sbaːðɪ,,spaðɔːː
,spɛlkən,,,,sbɛlca,,spalkijanã
speɪl,,ʃpɑːlə,spɑːlʉ,,sbœːlʏr,,spaluz
,,,,,sbeɪŋɟa,,spaŋgijanã
,,,spɔŋ,,sbøʏŋg,,spaŋgɔː
spiən,speːnən,ʃpɛːnən,,,sbɛnja,,spanjanã
span,spɑnən,ʃpanən,,,,,spannanã
,,,spɛna,spεnə,sbɛnna,,spannijanã
speə,spaːrən,ʃpɑːrən,spɑːra,spɑɑ,sbaːɾra,,sparaːnã
spɹak,spɑrk,ʃpaɾkə,,,sbəraɪːgʏr,,sparkaz
,spɛɾrən,ʃpɛrən,spɛra,,sbɛrɾra,,sparrijanã
spɑː,spɑr,ʃparən,sparə,,sbarɾrɪ,,sparrɔːː
,,,sparv,spʔuɐ̯ʋ,sbœːr,,sparwaz
spaɹəʊ,,ʃpɛɾlɪŋ,,,,sparwa,sparwɔːː
,spi,ʃpɛːə,,,sbaʊː,,spaxɔː
,,,spoː,spɒ,sbaʊː,,spaxɔːnã
,spaːdə,ʃpɛːt,,,,speːθs,speːðiz
spuːn,spaːn,ʃpɑːn,spoːn,spɒn,sbaʊn,,speːnuz
spɛld,,,,,sbɛld,,speldã
spɛl,,,spjɛl,,sbjatl,spill,spellã
,,,,,sbjadlɪ,spilla,spellɔːː
spɛl,spɛlən,ʃpɛlən,,,sbjadla,spilloːn,spellɔːnã
,speːn,,speːnə,spenə,sbɛːnɪ,,spenɔːː
spiə,spɪːr,ʃpeːɾ,,,,,speru
,,,spjʉt,spʔyð,sbjoʊːd,,speutã
,spis,ʃpiːs,,,,,speutaz
,spidən,ʃpɛːən,spɛja,spɑjdə,sbɛːja,,spexɔːnã
spaɪk,spɛɪk,,spiːk,spʔeg,sbiːg,,spiːkɔː
,spɛɪkər,ʃpaɪçɜnɑgəl,spiːk,spʔeg,sbiːgʏr,,spiːkraz
spaɪə,spir,ʃpaɪɜ,spiːra,spʔiɐ̯,sbiːɾra,,spiːrɔ̃ː
spjuː,spywən,ʃpaɪən,spyː,spʔy,sbiːja,spiːwan,spiːwanã
spaʊt,spœytən,ʃpɔøtsən,,,sbiːda,,spiːwatjanã
spɛk,spɛk,ʃpɛk,,,sbɪːg,,spikã
spɛlt,spɛlt,ʃpɛlts,,,sbɛldɪ,,spiltaz
spɪl,spɪlən,ʃpɪlən,spɪla,spʔilə,sbɪdla,,spilθijanã
,spɪnt,ʃpɪnt,,,,,spindaz
spɪn,spɪnən,ʃpɪnən,spɪna,spʔenə,sbɪnna,spinnan,spinnanã
,spɪt,ʃpɪt,spɛt,,,spitus,spitã
spɪt,,,spɛta,,,,spitɔː
spɪt,spɪt,ʃpɪt,,,sbiːda,,spituz
speɪt,spɛxt,ʃpɛçt,spɛt,spεtə,,,spixtaz
,splɛɪtən,ʃplaɪsən,,,,,spliːtanã
,splɪtən,,,,,,splittɔːnã
,spoːk,ʃpoːk,spøːkə,,,,spɔːk
spuːl,spul,ʃpuːlə,spuːlə,spolə,sboʊːla,,spɔːlɔ̃ː
spɹɛd,sprɛɪdən,ʃpɾaɪtən,spriːda,,,,spraiðijanã
spɹɪndʒ,sprɛŋən,ʃpɾɛŋən,sprɛŋa,spʁaŋə,sbəreɪŋɟa,,spraŋgijanã
spɹɪnt,,,sprɛtːa,,sbərɛhda,,sprantijanã
spiːk,spreːkən,ʃpɾɛçən,,,,,sprekanã
spɹɛkəl,,ʃpɾɛkəl,sprɛːkla,spʁɑwləð,sbərɛgloʊhdʏr,,sprekkala
spɹaʊt,sprœytən,ʃpɾiːsən,sprʉta,,,,spreutanã
spɹɪŋ,sprɪŋən,ʃpɾɪŋən,sprɪŋa,spʁʔeŋə,sbəriŋga,,spriŋganã
,,,,,sbərɛhda,,sprintanã
,,ʃpɾɪtsən,,,,,sprittɔːnã
spɹɒt,,ʃpɾɔsə,,,sbərɔːdɪ,,sprutɔːː
,spoːr,ʃpuːɾ,spoːr,spʔoɐ̯,sbɔːr,,spurã
,,,,,,spɔːrds,spurdz
spiə,spøːrən,ʃpyːrən,spœrja,spœɐ̯ʌ,sbɪrja,,spurjanã
spɜːn,,anʃpɔɾnən,spjɛrna,,sbɔrdna,,spurnanã
,,,,,sbɪrdna,,spurnijanã
spɜː,spoːr,ʃpɔɾn,spɔrə,spoʔʌ,sbɔːɾrɪ,spɔːra,spurɔːː
spɜː,spoːrən,,spoːra,spoʔʌ,sbɔːɾra,,spurɔːnã
spɪt,spɵtən,ʃpytsən,,spʔœtə,,,sputtijanã
,spɔtən,ʃpɔtən,spɔtːa,spʔʌtə,sbɔhda,,spuθθɔːnã
,staːn,ʃteːən,stoː,stɒ,,,staːnã
,staːdəɣən,,stadga,,,,staðiɣɔːnã
stɛd,stɑt,ʃtat,stɑːd,stað,sdaːðʏr,staθs,staðiz
,,,stɛdja,,,,staðjanã
steɪ,stɑx,ʃtɑːk,stɑːg,staj,,,staɣã
stɛg,,,,,sdɛgʏr,,staɣgijaz
stag,,,,,sdɛgɪ,,staɣgijɔːː
,stɛɪɣən,,,,,,staiɣijanã
steɪ,stɛɪl,ʃtaɪl,,,,,staiɣilaz
,,ʃtaɪgə,,,,stɛːɣa,staiɣɔː
,,,,,sdeɪːɣʏr,,staiɣraz
steə,stɛɪɣər,ʃtaɪgɜ,,,,,staiɣriz
stəʊni,steːnəx,ʃtaɪnɪç,,,,stɛːnahs,stainaɣaz
,,ʃtaɪnɜ,steːnar,stʔenʔʌ,sdeɪːnar,,stainawarjaz
steɪn,steːn,ʃtaɪn,steːn,sdʔen,sdeɪdn,stɛːns,stainaz
stəʊnən,steːnən,ʃtaɪnən,,,,stɛːniːns,stainiːnaz
